lat,lon,sza,lt,fmax,event,t_fdmax,t_rdmax,dt,pk
64.05,-139.11,87.05,9.37,0.00022181,2015-03-11 16:22:00,2015-03-11 16:15:55.253000,2015-03-11 16:18:55,179.75,201_daws
61.76,-121.23,78.83,10.37,0.00022181,2015-03-11 16:22:00,2015-03-11 16:15:55.253000,2015-03-11 16:17:25,89.75,201_fsim
60.02,-111.95,74.15,10.37,0.00022181,2015-03-11 16:22:00,2015-03-11 16:15:55.253000,2015-03-11 16:17:30,94.75,201_fsmi
56.66,-111.21,71.76,10.37,0.00022181,2015-03-11 16:22:00,2015-03-11 16:15:55.253000,2015-03-11 16:17:30,94.75,201_mcmu
62.82,-92.11,84.81,7.03,0.000941922,2017-09-06 12:02:00,2017-09-06 11:48:01.770000,2017-09-06 11:59:24,682.23,250_rank
50.02,-96.04,88.16,7.03,0.000941922,2017-09-06 12:02:00,2017-09-06 11:48:01.770000,2017-09-06 11:59:24,682.23,250_pina
56.38,-94.64,86.62,7.03,0.000941922,2017-09-06 12:02:00,2017-09-06 11:48:01.770000,2017-09-06 11:57:19,557.23,250_gill
69.54,-93.55,67.97,10.1,0.000830109,2017-09-10 16:06:00,2017-09-10 15:46:36.683000,2017-09-10 16:02:55,978.32,251_talo
62.82,-92.11,62.08,11.1,0.000830109,2017-09-10 16:06:00,2017-09-10 15:46:36.683000,2017-09-10 15:59:40,783.32,251_rank
50.02,-96.04,53.45,11.1,0.000830109,2017-09-10 16:06:00,2017-09-10 15:46:36.683000,2017-09-10 16:03:40,1023.32,251_pina
56.38,-94.64,57.68,11.1,0.000830109,2017-09-10 16:06:00,2017-09-10 15:46:36.683000,2017-09-10 15:58:00,683.32,251_gill
58.22,-103.68,62.37,10.1,0.000830109,2017-09-10 16:06:00,2017-09-10 15:46:36.683000,2017-09-10 15:59:30,773.32,251_rabb
62.82,-92.11,68.44,9.6,0.000139985,2017-09-07 14:36:00,2017-09-07 14:32:04.217000,2017-09-07 14:33:50,105.78,253_rank
50.02,-96.04,64.45,9.6,0.000139985,2017-09-07 14:36:00,2017-09-07 14:32:04.217000,2017-09-07 14:33:50,105.78,253_pina
56.38,-94.64,66.39,9.6,0.000139985,2017-09-07 14:36:00,2017-09-07 14:32:04.217000,2017-09-07 14:32:20,15.78,253_gill
